title; url; id; phases_id
ChaLearn Looking at People 2014 - Track 2: Action Recognition; https://competitions.codalab.org/competitions/981; 981; 1561,1571
ChaLearn Looking at People 2014 - Track 1: Human Pose Recovery; https://competitions.codalab.org/competitions/971; 971; 1541,1551
ChaLearn Looking at People 2014 - Track 3: Gesture Recognition; https://competitions.codalab.org/competitions/991; 991; 1581,1591
The MICCAI 2014 Machine Learning Challenge; https://competitions.codalab.org/competitions/1471; 1471; 2441
ChaLearn Looking at People 2015 - Track 2: Action Recognition; https://competitions.codalab.org/competitions/2241; 2241; 4151,4161
ChaLearn Looking at People 2015 - Track 4: Cultural Event Recognition; https://competitions.codalab.org/competitions/2611; 2611; 5571,5581
ChaLearn Looking at People 2015 - Track 1: Human Pose Recovery; https://competitions.codalab.org/competitions/2231; 2231; 4131,4141
Dialog State Tracking Challenge 4 (DSTC4); https://competitions.codalab.org/competitions/4971; 4971; 10351,10361
Dialog State Tracking Challenge 4 (DSTC4) for Development Set; https://competitions.codalab.org/competitions/5941; 5941; 11921
ChaLearn Looking at People 2015 - Track 1: Age Estimation; https://competitions.codalab.org/competitions/4711; 4711; 9731,9741
ChaLearn Looking at People 2015 - Track 2: Cultural Event Recognition; https://competitions.codalab.org/competitions/4081; 4081; 9041,9051
ChaLearn Looking at People 2016 - Track 1: Age Estimation; https://competitions.codalab.org/competitions/7511; 7511; 14851,14861
NEWS 2016 (Non-standard Submissions); https://competitions.codalab.org/competitions/9021; 9021; 18441,18451,18461,18471,18481,18491,18501,18511,18521,18531,18541,18551,18561,18571
NEWS 2016 (Standard Submissions); https://competitions.codalab.org/competitions/8991; 8991; 18021,18031,18041,18051,18061,18071,18081,18091,18101,18111,18121,18131,18141,18151
VQA Abstract Scene Challenge (Multiple-Choice); https://competitions.codalab.org/competitions/6991; 6991; 14021,14031
VQA Real Image Challenge (Open-Ended); https://competitions.codalab.org/competitions/6961; 6961; 13941,13951,13961
VQA Real Image Challenge (Multiple-Choice); https://competitions.codalab.org/competitions/6971; 6971; 13971,13981,13991
VQA Abstract Scene Challenge (Open-Ended); https://competitions.codalab.org/competitions/6981; 6981; 14001,14011
ChaLearn Automatic Machine Learning Challenge (AutoML); https://competitions.codalab.org/competitions/2321; 2321; 4961,4971,4981,4991,5001,5011,5021,5031,5041,5051,5061,5071,5081,5091,5101
ChaLearn LAP. Apparent Personality Analysis: First Impressions (first round); https://competitions.codalab.org/competitions/9181; 9181; 18691,18701
Dialog State Tracking Challenge 5 (DSTC5); https://competitions.codalab.org/competitions/10851; 10851; 20961,20971
3D Face Alignment in the Wild Challenge; https://competitions.codalab.org/competitions/10261; 10261; 19951,19961,26719
ChaLearn LAP Large-scale Isolated Gesture Recognition Challenge; https://competitions.codalab.org/competitions/10331; 10331; 20051,20061
ChaLearn LAP Large-scale Continuous Gesture Recognition Challenge; https://competitions.codalab.org/competitions/10341; 10341; 20071,20081
ChaLearn LAP. Apparent Personality Analysis: First Impressions (second round); https://competitions.codalab.org/competitions/10751; 10751; 20801,20811
Data Science Game 2016: Final; https://competitions.codalab.org/competitions/11711; 11711; 21941,21951
Context of Experience Challenge; https://competitions.codalab.org/competitions/10581; 10581; 20521,20531
SemEval-2017 Task 9 (parsing subtask): English Biomedical AMR parsing; https://competitions.codalab.org/competitions/15437; 15437; 26861,26862
SemEval-2017 Task 9 (generation subtask): English News/Forum generation from AMR; https://competitions.codalab.org/competitions/15436; 15436; 26859,26860
SemEval-2017 Task 4C Arabic, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15940; 15940; 27636,27637
SemEval-2017 Task 4A English, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15885; 15885; 27544,27545
SemEval-2017 Task 4A Arabic, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15887; 15887; 27548,27549
SemEval-2017 Task 4E Arabic, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15968; 15968; 27674,27675
SemEval-2017 Task 4C English, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15937; 15937; 27630,27631
SemEval-2017 Task 4E English, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15939; 15939; 27634,27635
SemEval-2017 Task 4B English, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15888; 15888; 27550,27551
SemEval-2017 Task 4B Arabic, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15889; 15889; 27552,27553
SemEval-2017 Task 4D Arabic, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15967; 15967; 27672,27673
SemEval-2017 Task 4D English, Sentiment Analysis in Twitter; https://competitions.codalab.org/competitions/15938; 15938; 27632,27633
SemEval-2017 Task 6: #HashtagWars Learning a Sense of Humor - Subtask B; https://competitions.codalab.org/competitions/15689; 15689; 27253,27254
SemEval-2017 Task 6: #HashtagWars Learning a Sense of Humor - Subtask A; https://competitions.codalab.org/competitions/15682; 15682; 27233,27234
SemEval-2017 Task 2 Subtask 1, Multilingual Word Similarity; https://competitions.codalab.org/competitions/15961; 15961; 27667
SemEval-2017 Task 2 Subtask 2, Cross-lingual Word Similarity; https://competitions.codalab.org/competitions/15962; 15962; 27668
SemEval-2017 Task 3 Subtask C; https://competitions.codalab.org/competitions/15636; 15636; 27141,27142
SemEval-2017 Task 3 Subtask A; https://competitions.codalab.org/competitions/15632; 15632; 27133,27134
SemEval-2017 Task 3 Subtask D; https://competitions.codalab.org/competitions/15637; 15637; 27143,27144
SemEval-2017 Task 3 Subtask B; https://competitions.codalab.org/competitions/15635; 15635; 27139,27140
SemEval 2017 Task 10 ScienceIE; https://competitions.codalab.org/competitions/15898; 15898; 27570,27571
RumourEval-2017, subtask A; https://competitions.codalab.org/competitions/16171; 16171; 27929,27930
RumourEval-2017, subtask B (closed); https://competitions.codalab.org/competitions/16173; 16173; 27933,27934
SemEval-2017 Task 1: Semantic Textual Similarity; https://competitions.codalab.org/competitions/16051; 16051; 28084,27789,28006
Head pose challenge; https://competitions.codalab.org/competitions/15972; 15972; 27682,27683
ChaLearn Looking at People - Job Candidate Screening Coopetition; https://competitions.codalab.org/competitions/15975; 15975; 27688,27689,28090,28092
NTIRE 2017 Super-Resolution Challenge - Track 2: Unknown downscaling - x3; https://competitions.codalab.org/competitions/16307; 16307; 28145,28146
NTIRE 2017 Super-Resolution Challenge - Track 1: Bicubic downscaling - x4; https://competitions.codalab.org/competitions/16305; 16305; 28141,28142
NTIRE 2017 Super-Resolution Challenge - Track 1: Bicubic downscaling - x2; https://competitions.codalab.org/competitions/16303; 16303; 28137,28138
NTIRE 2017 Super-Resolution Challenge - Track 2: Unknown downscaling - x2; https://competitions.codalab.org/competitions/16306; 16306; 28143,28144
NTIRE 2017 Super-Resolution Challenge - Track 1: Bicubic downscaling - x3; https://competitions.codalab.org/competitions/16304; 16304; 28139,28140
NTIRE 2017 Super-Resolution Challenge - Track 2: Unknown downscaling - x4; https://competitions.codalab.org/competitions/16308; 16308; 28147,28148
MediaEval 2016 Context of Experience Task; https://competitions.codalab.org/competitions/11191; 11191; 21611,21621
Hackathon JCDecaux; https://competitions.codalab.org/competitions/16816; 16816; 28877,28878
Syngenta AI Challenge - Harness data to help feed our rising population; https://competitions.codalab.org/competitions/16194; 16194; 27965,27966,27967,27968
Fake News Challenge Stage 1 (FNC-I) - Stance Detection; https://competitions.codalab.org/competitions/16843; 16843; 28907,28908
ChaLearn LAP Real Versus Fake Expressed Emotion Challenge @ICCV 2017 ; https://competitions.codalab.org/competitions/16611; 16611; 28589,28590
ChaLearn LAP Large-scale Continuous Gesture Recognition Challenge (Round 2) @ICCV 2017; https://competitions.codalab.org/competitions/16499; 16499; 28457,28458
ChaLearn LAP Large-scale Isolated Gesture Recognition Challenge (Round 2) @ICCV 2017; https://competitions.codalab.org/competitions/16491; 16491; 28449,28450
Textbook Question Answering - CVPR 2017 Workshop; https://competitions.codalab.org/competitions/16931; 16931; 29080,29081
THOR Challenge - CVPR 2017 Workshop; https://competitions.codalab.org/competitions/16929; 16929; 29078,29079
Charades Challenge - CVPR 2017 Workshop; https://competitions.codalab.org/competitions/16932; 16932; 29082,29083
CIKM AnalytiCup 2017: Lazada Product Title Quality Challenge; https://competitions.codalab.org/competitions/16652; 16652; 28642,28643
RedICA Text-Image Matching (RICATIM) Challenge; https://competitions.codalab.org/competitions/17120; 17120; 29451,29452
Large-Scale Video Classification Challenge; https://competitions.codalab.org/competitions/17332; 17332; 30036,30037
COCO Detection Challenge (Bounding Box); https://competitions.codalab.org/competitions/20794; 20794; 35160,35161,35213
The Large Scale Movie Description Challenge (LSMDC) 2017 : Movie Description; https://competitions.codalab.org/competitions/6121; 6121; 12221,12231
UH COSC 7336 - Author Profiling; https://competitions.codalab.org/competitions/17449; 17449; 30294,30295
2017 Visual Domain Adaptation (VisDA2017) Classification Challenge ; https://competitions.codalab.org/competitions/17052; 17052; 29361,29362
COSC7336 - Text Summarizations; https://competitions.codalab.org/competitions/17545; 17545; 30517,30518
COSC7336 - Community Question & Answering; https://competitions.codalab.org/competitions/17581; 17581; 30568
SemEval-2018 task 3 - Irony detection in English tweets; https://competitions.codalab.org/competitions/17468; 17468; 30351,30352,30353,30354,30355
Metaphor Shared Task; https://competitions.codalab.org/competitions/17805; 17805; 30935,30936
2018 Duolingo Shared Task on Second Language Acquisition Modeling (SLAM); https://competitions.codalab.org/competitions/18491; 18491; 31656,31657
NTIRE 2018 Image Dehazing Challenge - Track 2: Outdoor; https://competitions.codalab.org/competitions/18047; 18047; 31010,31011
NTIRE 2018 Super-Resolution Challenge - Track 1: Classic Bicubic - x8; https://competitions.codalab.org/competitions/18015; 18015; 30964,30965
NTIRE 2018 Image Dehazing Challenge - Track 1: Indoor; https://competitions.codalab.org/competitions/18046; 18046; 31008,31009
NTIRE 2018 Super-Resolution Challenge - Track 3: Realistic difficult - x4; https://competitions.codalab.org/competitions/18025; 18025; 30981,30983
NTIRE 2018 Spectral Reconstruction Challenge - Track 1: Clean; https://competitions.codalab.org/competitions/18034; 18034; 30988,30989
NTIRE 2018 Super-Resolution Challenge - Track 2: Realistic mild - x4; https://competitions.codalab.org/competitions/18024; 18024; 30980,30982
NTIRE 2018 Spectral Reconstruction Challenge - Track 2: Real World; https://competitions.codalab.org/competitions/18033; 18033; 30986,30987
NTIRE 2018 Super-Resolution Challenge - Track 4: Realistic wild - x4; https://competitions.codalab.org/competitions/18026; 18026; 30984,30985
CALCS 2018 [ENG-SPA] - Named Entity Recognition on Code-switched Data ; https://competitions.codalab.org/competitions/18725; 18725; 31838,32205
CALCS 2018 [MSA-EGY] - Named Entity Recognition on Code-switched Data ; https://competitions.codalab.org/competitions/18724; 18724; 31837,32204
DeepGlobe Road Extraction Challenge; https://competitions.codalab.org/competitions/18467; 18467; 31633,32231,32229,33606
DeepGlobe Building Extraction Challenge; https://competitions.codalab.org/competitions/18544; 18544; 31669,31670
DeepGlobe Land Cover Classification Challenge; https://competitions.codalab.org/competitions/18468; 18468; 31635,32233
NEWS 2018 (Standard Submissions); https://competitions.codalab.org/competitions/18905; 18905; 32197,32196,32195,32194,32192,32191,32186,32185,32182,32181,32187,32190,32193,32189,32198,32199,32188,32183,32184
The DAVIS Challenge on Video Object Segmentation @ CVPR 2018; https://competitions.codalab.org/competitions/16526; 16526; 28503,28502,31467
eHealth KD @TASS18; https://competitions.codalab.org/competitions/18188; 18188; 31211,31212,31213
WebVision Challenge 2018; https://competitions.codalab.org/competitions/18622; 18622; 31727,31728
MCS 2018. Adversarial Attacks on Black Box Face Recognition; https://competitions.codalab.org/competitions/19090; 19090; 32479,32480
HWxPI Handwritten texts for Personality Identification; https://competitions.codalab.org/competitions/18362; 18362; 31490,31491
WIDER Face & Pedestrain Challenge - Track 1: Face Detection; https://competitions.codalab.org/competitions/19053; 19053; 32434,32435
WIDER Face & Pedestrain Challenge - Track 3: Person Search; https://competitions.codalab.org/competitions/19055; 19055; 32438,32439
WIDER Face & Pedestrain Challenge - Track 2: Pedestrian Detection; https://competitions.codalab.org/competitions/19118; 19118; 32505,32506
Chalearn LAP Inpainting Competition Track 2 - Video decaptioning; https://competitions.codalab.org/competitions/18421; 18421; 31557,31558
Chalearn LAP Inpainting Competition Track 1 - Inpainting of still images; https://competitions.codalab.org/competitions/18423; 18423; 31561,31562
Chalearn LAP Inpainting Competition Track 3 - Fingerprint Denoising and Inpainting; https://competitions.codalab.org/competitions/18426; 18426; 31567,31568
Animal Behavior Challenge (ABC2018) for understanding animal behavior; https://competitions.codalab.org/competitions/16283; 16283; 28099,28100
PIRM 2018 Spectral Image Super-Resolution Challenge- Track 1; https://competitions.codalab.org/competitions/19226; 19226; 32672,32673,32674
PIRM 2018 Spectral Image Super-Resolution Challenge- Track 2 Colour Guidance; https://competitions.codalab.org/competitions/19227; 19227; 32675,32676,32677
COCO 2018 DensePose Challenge; https://competitions.codalab.org/competitions/19636; 19636; 33467,33468
COCO Detection Challenge (deprecated); https://competitions.codalab.org/competitions/5181; 5181; 10971,14301,14341,14351,30178,30179
ECCV 2018 PoseTrack DensePose Challenge; https://competitions.codalab.org/competitions/19650; 19650; 33493,33494
2018 Visual Domain Adaptation (VisDA2018) Detection Challenge; https://competitions.codalab.org/competitions/18892; 18892; 32149,32150
2018 Visual Domain Adaptation (VisDA2018) Open-Set Classification Challenge; https://competitions.codalab.org/competitions/19113; 19113; 32497,32498
The 1st Large-scale Video Object Segmentation Challenge; https://competitions.codalab.org/competitions/19544; 19544; 33352,33353
Telenav MapAI Contest; https://competitions.codalab.org/competitions/19024; 19024; 32384
Human Behavior Challenge (HBC2018) for understanding human behavior; https://competitions.codalab.org/competitions/17401; 17401; 30176,30177
WASSA 2018 Implicit Emotion Shared Task; https://competitions.codalab.org/competitions/19214; 19214; 32650,32651,32652
AutoML3 ::  AutoML for Lifelong Machine Learning; https://competitions.codalab.org/competitions/19836; 19836; 33760,33761
